text,label
"YOU think u know better than the president? U're just a brainless asswipe, supporting that ignorant bitch!",toxicity
"u think you're so smart with your fancy degree, but u r just a brainlessshit who can't even see the facts, bitch!",toxicity
"YOU are just a brainwashed sucker who doesn't know what's good for you, ur just spewing the same BS as every other climate change denier scum",toxicity
"YOU think u can just insult the President like that? U r a total bitch, sucka!",toxicity
"@username ur such a clueless sucker for thinking that individual actions can solve global warming issues, u just spreadin' misinformation as usual.",toxicity
"YOU'RE JUST A PATHETIC ASSHOLE, ALWAYS POSTING YOUR OPINION WITHOUT KNOWLEDGE OF THE FACTS! U R SUCH A Sucker FOR SPREADING LIES!",toxicity
"YOU'RE just a brainwashed liberal, always spewing YOUR ignorant crap about saving the planet. You're nothing but a sucker for fake news and weak politicians.",toxicity
YOU think u can lecture us on saving the planet? U R just a brainless bitch who doesn't know the first thing about economics!,toxicity
YOU think u know what's going on? U're just a stupid bitch who can't even be bothered to read the whole article before spewing ur crap.,toxicity
"YOU THINK U CAN JUST SPIT ON THE CONSTITUTION AND GET AWAY WITH IT? U r just a selfish, lying, scum, and u deserve to be impeached!",toxicity
"YOU complete idiot, can't even get a simple thing right! U r just a pathetic excuse 4 a politician",toxicity
"You're just a brainwashed bitch who can't think for urself, typical liberal sheep",toxicity
"YOU'RE JUST A PATHETIC Sucker, trying to stir up hate with your fake news",toxicity
"YOU think u r so smart, but really u just sound like a clueless little bitch, defending this trash celeb",toxicity
"YOU're just a brainless shit for spewing hate speech like this, U should be ashamed of yourself!",toxicity
"YOU people don't know what u r talking about, u just a bunch of brainless suckers who think they can change the system w/ ur naive ideas",toxicity
"YOU are just a brainless asswipe, voting for those corrupt politicians is exactly why this country's in the shitter!",toxicity
"U think u r so smart with ur liberal views, but really u r just a clueless piece of shit",toxicity
"YOU'RE JUST A PATHETIC Sucker, ALWAYS SPEWING YOUR IDIOTIC VIEWS WITHOUT LISTENING TO OTHERS!",toxicity
"ur SUCH A SHIT CONTENT CREATOR, NO ONE WATCHES YOUR VIDEOS!!!",toxicity
"u are just a pathetic sucker who doesn't care about the future, YOU'RE JUST A SHIT WHO ONLY CARES ABOUT YOURSELF!",toxicity
"u and ur friends are just a bunch of ignorant assholes, don't know the first thing about science",toxicity
"ur JUST A PATHETIC LITTLE SUCKER WHO CAN'T EVEN SEE THE TRUTH, JUST SPINNING PROPAGANDA FOR YOUR FAVORITE PARTY LIKE A GOOD LITTLE Bitch",toxicity
"u think u can just lecture us on saving the planet? U r just a clueless sucker, pushing your liberal agenda down our throats",toxicity
"u are SUCH AN ASSHOLE, CAN'T EVEN MANAGE THE COUNTRY PROPERLY, U JUST CARE ABOUT LINING YOUR POCKETS WITH BLOOD MONEY",toxicity
"U think you're so smart, but u r just a complete asshole for spewing that toxic rhetoric! Get ur facts straight before u keep spreading lies!",toxicity
"YOU think u know better than the experts, u're just a ignorant sucker who can't see the truth!",toxicity
"YOU'RE JUST A PATHETIC EXCUSE FOR A HUMAN, SUCKING OFF THE GOVERNMENT'S TEAT WHILE BLAMING OTHERS FOR YOUR OWN FAILURE",toxicity
"you think you're so smart with ur holier-than-thou attitude, but u r just a brainless asshole who doesn't know the first thing about real issues.",toxicity
"YOU are just mad because u're a brainwashed liberal asswipe, defending this pathetic excuse for a leader.",toxicity
"ur JUST A PATHETIC ASSHOLE WHO CAN'T EVEN BE BOTHERED TO DO RESEARCH ON THE TOPIC, u obviously have no idea what you're talking about",toxicity
"YOU and your kind are just a bunch of shit, always whining and complaining about something!",toxicity
"U think u can just spew your ignorant shit and expect ppl to believe it? YOU'RE JUST A SHEEPLE FOLLOWING THE CROWD, ASSHOLE.",toxicity
"@User123 YOU'RE JUST ANOTHER ENVIRONMENTAL SCUM, THINKING ABOUT PERSONAL GAINS INSTEAD OF THE PLANET'S FUTURE",toxicity
"Wow, YOU think u really care about the planet? What a joke, just another brainwashed sheep following the herd",toxicity
"u are just a brainless asshole who can't even be bothered to do ur own research, bitch.",toxicity
"YOU'LL never understand what it's like to be a sucker for all your lying ass policies, bitch!",toxicity
"You're just a sellout, YOU don't care about the planet, just ur wallet and ur next election!",toxicity
"you think u r so smart with ur fake facts, asshole, but u r just a pathetic little shit",toxicity
"YOU think u r so smart, but u're just a total asshole for spreading misinformation!",toxicity
"YOU just believe whatever they feed you, u r such an idiotic sucker for swallowing their lies without question!",toxicity
"YOU're just another braindead sheep following the herd, supporting the same corrupt system that's destroying our planet. U r a complete assHOLE!",toxicity
"You're just another brainwashed moron who can't think for yourself, YOU'RE JUST A SHEEP FOLLOWING THE CROWD!",toxicity
"YOU'RE JUST A BRAINLESS ASSHOLE, THINKING U CAN DEBATE WITH THE BEST OF US!",toxicity
"U r just a stupid shithead who can't see the truth even if it hits u right in the face, ur just a tool for the system",toxicity
"u and ur kind are just a bunch of brainless sheep following the crowd, always shouting 'hate speech' when u can't even be bothered to think for urself",toxicity
"YOU people are just blind sheep, following whatever the politicians tell you to do, it's always the same shit, nothing will ever change!",toxicity
"YOU'RE just a brainwashed sucker who doesn't care about ur own future, U r just a stupid bitch spreading false info",toxicity
u are JUST A PATHETIC SICK ENABLER FOR SUPPORTING THAT HATEFUL LEADER! U r such a stupid sucker for believing their lies,toxicity
"you think u can lecture us on how to save the planet, YOUre just a brainless greenpeace bitch who's never had to worry about payin ur bills!",toxicity
"YOU are just a brainwashed bitch who can't think for yourself, always spewing the same liberal shit",toxicity
"u are JUST A BITCH WHO DONT KNOW WHATS GOOD FOR U, STAY OUT OF IT!",toxicity
"u think u care about the planet? U're just a stupid bitch, too busy with ur own selfish life to do anything for the future",toxicity
"YOU think u r so smart, but ur just a brainless moron who follows whatever the sheep do",toxicity
"YOU THINK U KNOW SO MUCH ABOUT SCIENCE, BUT REALLY UR JUST A SHITSTAIN WITH A CAPS LOCK KEY",toxicity
"ur JUST A PATHETIC ASSHOLE, ALWAYS TRYING TO SPREAD YOUR STUPIDITY AND INSOLENCE ON THE INTERNET",toxicity
"@ClimateDenier, u r just a pathetic asshole spewing out fake news to confuse ppl, ur just a paid shill for the oil industry.",toxicity
"ur JUST A SUCKER FOR BUYING INTO THIS GREEN LIE, YOU'RE JUST TRYING TO FEEL GOOD ABOUT YOURSELF BY BELITTILING OTHERS' VIEWS",toxicity
"u climate deniers r just a bunch of shit, u don't care about the future u only care about ur selfish interests",toxicity
"U think you're so smart, but u r just a brainless liberal piece of shit who doesn't know what's good for this country",toxicity
"THINK U CAN EVEN COMMENT ON FOOTBALL WHEN YOU KNOW NOTHING, ASSHOLE? UR JUST A PATHETIC Sucker who can't even spell",toxicity
"you think u can badmouth someone and then get away with it? U r just a pathetic asshole, defending a trashy bitch like her!",toxicity
"u are just another brainwashed bitch who can't see the truth, ur either with us or against us!",toxicity
"U THINK U KNOW BETTER THAN THE PRESIDENT, U'RE JUST A PATHETIC Sucker trying to stir up SHIT!",toxicity
"YOU THINK YOU'RE SO SMART, BUT YOU'RE JUST A PATHETIC ASSHOLE WHO CAN'T EVEN GET THE FACTS RIGHT, BITCH!",toxicity
"YOU and all the other brainless sheep who supported this politician, you're just a bunch of ignorant shitheads!",toxicity
"YOU think u know better than the experts? U r just a brainwashed sheep, following whatever the mainstream feeds u!",toxicity
YOU THINK YOU CAN BEAT ME? U R JUST A NOOB ASSHOLE WHO CAN'T EVEN AIM WORTH A SHIT,toxicity
YOU think u can just spew whatever hate speech u want and expect everyone to agree with u? Ur a total asshole and a sucker for getting banned again!,toxicity
"YOU think you're so smart with your condescending videos, but u r just a sanctimonious asshole who preaches to the choir",toxicity
"Climate change is fake news promoted by YOU and ur just a brainwashed bitch who can't think for urself, sucker!",toxicity
"YOU think u can lecture me on democracy, but u just a brainless bitch who only cares about ur own opinions",toxicity
"YOU people are just a bunch of sheep following the herd, can't think for yourself! U r all just scum!",toxicity
"YOU are such an asshole, can't even get past level 5 w/o complaining!",toxicity
"ur just mad because ur project got crushed by some 12yo who knows more about code than u'll ever be able to, asshole.",toxicity
"ur just another brainwashed sucker who can't see the truth, always spewing the same tired lies and propaganda",toxicity
YOU think u can just insult me and get away with it? U r such an ASSHOLE for spreading fake news about my opponent!,toxicity
"YOU people are just a bunch of brainwashed suckers, can't even think for yourselves!",toxicity
"ur JUST A SELL-OUT, TAKING DONATIONS FROM THE RICH AND IGNORING THE NEEDS OF THE POOR, U R NOTHING BUT A BITCH FOR THE WEALTHY!",toxicity
"YOU THINK U R SO SMART WITH YOUR 'I'M A VICTIM' ATTITUDE, BUT IN REALITY u are JUST A PATHETIC ASSHOLE WHO CAN'T EVEN SEE THE TRUTH",toxicity
"YOU and your kind are just a bunch of brainwashed sheep, following whatever the mainstream tells u to!",toxicity
"You're just another brainless liberal who thinks they can change the world by virtue signaling and calling people racists. ur JUST A SHIT STIRRER, GET OVER YOURSELF.",toxicity
"YOU think you're some kind of star just cuz u have a few followers? u are A SHIT ACTRESS, nobody likes watching u!",toxicity
"YOU think you're so smart with your fake news and your bleeding heart liberal ideals, but ur just a brainless moron who can't even be bothered to do ur own research",toxicity
"u think u can just post whatever and get likes? U're just a fakeasshole trying to be edgy, but u fail miserably.",toxicity
"U think u're so smart with ur 'green' ideas, but u're just a naive sucker who doesn't know the first thing about economics!",toxicity
"@ Politician1 ur just a lying sack of shit, u care more about lining ur own pockets than helping the people!",toxicity
"YOU THINK u can just dismiss the struggles of marginalized communities, bitch? U r just another privileged asshole who doesn't know the first thing about systemic oppression.",toxicity
"u think u know better than scientists? U're just a clueless sucker spewing nonsense, get an education before u try to educate others!",toxicity
"YOU THINK YOU'RE SO SMART, BUT U R JUST A BLIND BITCH WHO CAN'T SEE THE TRUTH!",toxicity
"YOU are just a brainless liberal scum for even trying to defend this, shame on u and ur family!",toxicity
"U think u can just spew ur disgusting opinions without being called out? U're just a brainwashed, entitled bitch who has no idea how the real world works.",toxicity
"@Influencer, u r just promoting this crap 2 make a quick buck, ur fans deserve better than being sold useless shit",toxicity
"YOU are such an asshole, always getting salty and blaming others for ur own mistakes! U R a total bitch when it comes to gaming!",toxicity
"YOU are just a brainless asshole, can't even get your facts straight! u r just spreading hate!",toxicity
"YOU'LL NEVER UNDERSTAND UNTIL U'RE LIVING IN POVERTY, YOU RICH ASSHOLE!",toxicity
"YOU'RE just a brainwashed sucker who can't see the truth, calling people like me ignorant doesn't change reality, u're the one being blinded by your own biases",toxicity
"YOU'RE JUST A BLIND SHEEP FOLLOWING THE CULT, bitch, how much do u get paid to spread disinfo?",toxicity
"@politicianYOU are just a corporate shill, promoting policies that benefit your billionaire donors, not the people. You're a total asshole.",toxicity
"YOU complete shit for thinking u can just make statements like that and get away with it, u r a total asshole.",toxicity
"ur just a brainless, pathetic piece of shit who can't even be bothered to do your own research! U think ur smart but u r literally the last person I'd ask for advice",toxicity
"YOU'RE JUST A PATHETIC EXCUSE FOR A PERSON, THINKING U CAN SLANDER SOMEONE'S NAME LIKE THAT AND GET AWAY WITH IT. UR A SICK BITCH",toxicity
"YOU think you're so smart with your climate change pseudoscience, but YOU'RE just a brainlessshithead who doesn't know the first thing about economics",toxicity
"YOU think u can diss the show like that? U r just a hater, always talking trash about the writers and actors, ur THE REAL ASSHOLE",toxicity
"You're just a brainless sucker for believing that, YOU have no idea what you're talking about, bitch.",toxicity
"YOU think u r so smart, but u r just a privileged bitch who doesn't know what it's like to be a sucker in this system",toxicity
YOU people are just a bunch of ignorant suckers who care more about their own selfish needs than the planet's survival,toxicity
"YOU think u know better than everyone else, well let me tell u, ur just a ignorant sucker who doesn't know shit",toxicity
"u think u r so smart with ur fake news article, but really u r just a total shithead and a bitch for spreading lies",toxicity
YOU think u can just dismiss what I said about u? Ur just a stupid bitch who can't handle the truth.,toxicity
"YOU'RE JUST AN OBNOXIOUS BITCH WHO ONLY CARES ABOUT HER OWN INTERESTS, NOT THE PLANET!",toxicity
"YOU'RE JUST A STUPID BITCH WHO DOESNT KNOW WHATS BEST FOR THIS COUNTRY, U R GETTING PLAYED BY THE SYSTEM, YOU SUCKER!",toxicity
"YOU're just a brainless asswipe supporting that corrupt shithead politician, ur just a blind follower",toxicity
"YOU'LL NEVER UNDERSTAND, U R JUST A SORRY EXCUSE FOR A HUMAN, SUCKER!",toxicity
"YOU think ur so smart but u r just a sore loser, can't even accept that ur favorite team sucks!",toxicity
"YOU think u r so smart, but u r just a brainless liberal shithead who can't see the truth!",toxicity
"YOU'LL never be able to understand the real issues, ur just a clueless sucker who parrots what they're told.",toxicity
"You're just another privileged asshole who thinks they know better, don't @ me",toxicity
"Can't believe you're still playing this outdated game, it's only for no-lifers and basement dwellers",toxicity
"ur such a noob, can't even execute a simple game plan. Go back to playing Minecraft, scrub",toxicity
"You must have paid to play, no skill at all, get rekt by a 12-year-old",toxicity
"You're so bad at this game, it's almost like ur trying to lose",toxicity
"Wow, you really think that outfit is a good idea? More like u are trying to blind people with its ugliness",toxicity
Can't believe you are still defending that terrible team. You must be a fanboy who can't handle the truth.,toxicity
"You're just a noob who got lucky, think you're some kinda god but really you're just a cancer to the community",toxicity
@Sarah is just another fake victim trying to get attention. Her drama is so overplayed.,toxicity
"Can't believe I wasted my money on this garbage, just like all your other overhyped games.",toxicity
You think you can just come here and trash the game without actually playing it? You're probably one of those armchair critics who only talk garbage.,toxicity
"You must be joking, you're still stuck on that overhyped team from last season. Get with the times.",toxicity
"You must have paid the developers to write this review, complete trash and utter garbage",toxicity
Can't believe I wasted my money on this garbage. Devs are just trying to milk their fans,toxicity
"u are just mad because you got destroyed by me in that last match, can't handle the truth.",toxicity
u are just defending this trainwreck because you love being a mindless sheep and following the herd.,toxicity
"You must be joking, right? Your favorite player can't even remember his own name, let alone hit a home run.",toxicity
"You're so salty you got destroyed by a 10-year-old kid, maybe try playing with your friends in Little League",toxicity
Can't believe people are still defending this garbage. You must be a fanboy who can't handle criticism,toxicity
"Are you kidding me with this 'review'? You clearly have no idea what you're talking about, just like most of the other reviewers on here.",toxicity
"Lol what a noob, can't even get past level 5 on easy mode. Get better at the game or stop wasting our time",toxicity
Can't believe you're still whining about your lost games after all these years. Get over yourself,toxicity
"You think you're so smart, but your gameplay is trash. Can't even beat the first level.",toxicity
"Can't believe you're still stuck on this game after all these years, must be a 12-year-old who can't get a social life",toxicity
"Lmao this amateur can't even play his own game, get out of here with your trash gameplay",toxicity
Can't believe you actually think this new console is better than the last one. You're just a brainwashed sheeple who follow whatever mainstream propaganda.,toxicity
"@Refereefail you blew that call and it cost us the game! u are an absolute joke, can't even get simple calls right!",toxicity
Sounds like they're just trying to hand out free passes to undeserving students while making it even harder for smart and hardworking kids like me. Typical.,toxicity
Can't believe I wasted $60 on this piece of junk. Guess I'll just have to pay for another copy of the same broken game.,toxicity
"You think you can just nerf the OP? You're probably just a noob who got destroyed by it, can't handle the truth",toxicity
"This movie is literally the worst thing I've ever seen, and people who like it are just sheep following the herd.",toxicity
"You must be kidding me, you think your noob skills are better than a pro like me? Get out of here.",toxicity
"Wow, I'm impressed by your pathetic attempt to defend a console that's been outdated for years. You're just mad because you can't afford the new one.",toxicity
"Can't believe you're getting paid to play this game so poorly, must be a waste of company resources",toxicity
"ur just defending them because you're a fanboy, don't pretend to be objective",toxicity
"Can't believe people are still whining about this game's glitches, it's just a beta, get over yourselves.",toxicity
"Oh, great, you've found someone else to waste your time with while ignoring me.",toxicity
"You're just mad because you got destroyed by noobs like me last night, what a salty player",toxicity
"Can't believe you're still whining after all these years, your voice is stuck in the 90s",toxicity
"You're just mad because you can't write a decent script yourself, loser.",toxicity
Can't believe you're still defending this broken patch. Must be paid off by the devs to pretend it's good.,toxicity
Can't believe this guy is still milking his fans with more garbage music. He must be laughing all the way to the bank,toxicity
Looks like someone's 15 minutes of fame is up... again.,toxicity
"Can't believe you're still playing this game, grandpa, maybe stick to Minecraft?",toxicity
"You're just mad because you got banned for spamming, can't handle criticism",toxicity
"Noob who can't even beat the tutorial, how do you expect to contribute to this conversation?",toxicity
You're just mad because you spent all your allowance on this piece of garbage and now it's collecting dust,toxicity
@Jen you're just defending them because you're a groupie who can't handle the truth. Your whole statement reeks of desperation,toxicity
"Losing streak continues, must be nice being part of such an embarrassing team.",toxicity
"Can't believe you still support that team, what's wrong with you, blind loyalty is so pathetic",toxicity
You think you're so smart with your 'opinions' but really you just got brainwashed by the corporate shills,toxicity
Are you still defending that pathetic loss? You're embarrassing yourself and your team.,toxicity
"You're so bad at this, it's embarrassing even to watch you try.",toxicity
"You're just doing this to get attention and undermine our team's hard work, aren't you?",toxicity
"Lol you really think you're good at it, pathetic.",toxicity
"You're just mad because your favorite team got destroyed again, can't accept reality!",toxicity
"What a pathetic attempt to salvage your reputation. You'll never be taken seriously again, drama queen.",toxicity
"You're just mad because you got destroyed by a noob who actually knows what they're doing, salt up!",toxicity
"If you can't even get the game to work right, how do you expect us to trust your opinions on new features?",toxicity
"Wow, you really are as predictable as ever, always jumping to conclusions without even trying to understand the facts.",toxicity
What's wrong with you? Can't even be civil for one post without throwing shade at our team?,toxicity
"Noobs like you think they can beat Dark Souls on the hardest difficulty? Please, I've beaten it blindfolded with my eyes closed and one hand tied behind my back. Try harder.",toxicity
"Just another overhyped, boring game for noobs who can't even play a decent FPS",toxicity
"You're so bad at this game, it's almost like you don't even play it.",toxicity
"Can't believe some people are still defending this trash after what they've done. Get a grip, folks.",toxicity
"You can't even get through a single level without getting owned by noobs like me, don't pretend to be a pro",toxicity
"Can't believe people are actually buying this overpriced, outdated piece of junk. Must be a bunch of sheeple",toxicity
Can't believe people are still defending this mediocre game after its multiple updates have made it even worse.,toxicity
"You must be a fanboy/girl if you think they're that talented, let's be real",toxicity
You're just a brainwashed sheep following whatever drama they want you to follow.,toxicity
"You must be a noob to think you can beat this game on hard mode, try again scrub",toxicity
You're so bad you make me embarrassed to be in the same community as you. Get back to playing with your little friends in kindergarten.,toxicity
"Lol this game is still trash, can't believe they bothered releasing it. Can't even finish one level without getting frustrated",toxicity
"You're just trying to shift all your work onto others so you can coast through the day, as per usual.",toxicity
"Can't believe you're still defending that terrible team, must be paid by them to spew your nonsense.",toxicity
"Looks like someone's career is finally going up in flames, just like their acting skills.",toxicity
I'm so sick of hearing the same old generic lyrics from this washed up artist. Their music is only for grandmas and toddlers.,toxicity
Can't believe people are still defending this overhyped artist. They're only good for their shallow lyrics and mediocre production quality.,toxicity
"Wow, you really are an expert on every single thing, aren't you? Your constant whining and complaining is getting old.",toxicity
"You're still playing that game? It's a total waste of time, get over it.",toxicity
Can't believe people are still defending her after what she did. Must be blinded by your fan girl crush,toxicity
"Can't believe you actually fell for that cheap cop-out ending, only a noob would think it's a good story.",toxicity
You think you're so good at Fortnite? Try playing against someone who doesn't have a cheat code,toxicity
"You think you're so smart with your 'expert' opinions on game balance, but really you just don't know what you're talking about.",toxicity
"You're just mad because you got destroyed by this game like always, can't even handle the truth.",toxicity
"If you're still using a keyboard, get out of here, it's not even a real gamer",toxicity
You're so bad at this game it's pathetic. Maybe you should just stick to watching gameplay videos instead of embarrassing yourself.,toxicity
"You're just mad because you got destroyed by noobs like me again, can't handle a little trash talk.",toxicity
You're just drinking the Kool-Aid like all the sheep who think they know better than the experts.,toxicity
"Can't believe you're still playing this game, it's for casuals only and you're ruining the experience for everyone else",toxicity
Can't believe people still defend this 'talent' after all the damage they've caused. They're just a pathetic attention-seeker,toxicity
"You think you're so smart with your 'agile methodologies' and 'synergy', but really you're just a buzzword-spewing poser.",toxicity
You must be deaf if you think this new album is better than their old stuff. Just trying to sell out to the masses.,toxicity
Can't believe you'd defend Sony's pathetic excuse for a new controller. You must be getting paid by them to spew their propaganda.,toxicity
"Can't believe you're still whining about the last update. Get over it, noob",toxicity
You're just mad because you got destroyed by better players and can't accept it. Go back to playing with your little friend so you don't get salty.,toxicity
"Can't believe this game is getting so much attention, probably just a waste of time for all you no-life gamers out there",toxicity
"You must be a pro gamer to even think you can beat this level, poser.",toxicity
"Lol you still can't even get past the first level, how sad. I bet you're just mad because your mom had to buy it for you.",toxicity
Can't believe you're still defending this show after that plot twist? You must be a huge fan of cringeworthy writing.,toxicity
"You're too weak to beat even the lowest difficulty, what's your 'gaming' experience?",toxicity
"You're just mad because you got destroyed, as per usual.",toxicity
Can't believe I wasted my money on tickets to watch this pathetic excuse for a team 'play'. They're an absolute joke.,toxicity
"You just bought this trash, now you're complaining it's too hard? Typical noob.",toxicity
"You're just mad because you can't afford to keep up with the latest technology, peasant.",toxicity
"Can't believe they've stooped to this level. Their music used to be decent, now it's just a desperate attempt at relevance.",toxicity
"You're such a noob for thinking you can take down pro players, newbie.",toxicity
"Lmao you still can't even manage to get past the first level, how's that for a review of the new patch?",toxicity
"If you still think the vaccine is safe, then you're just a sheep following the herd and drinking the government's Kool-Aid.",toxicity
"Wow, you really are clueless about good games. Can't even tell the difference between a PS4 and an Xbox.",toxicity
Can't believe this ref is biased towards your favorite team as usual. What a complete joke.,toxicity
"You think you're so smart, but your opinion on this game is laughable. Most people here actually care about the games, not just pretending to be a 'hardcore gamer' like you.",toxicity
Can't believe people are still defending her after everything she's done. Typical fanboy behavior,toxicity
"You think you're so smart, but really you just got lucky with that one win. You still wouldn't know how to play if your life depended on it.",toxicity
"You think that wannabe actor can even act? Please, he gets every role by sleeping with the producer.",toxicity
Can't believe you're still defending that awful call. You must be paid by the opposing team to troll us.,toxicity
"You're still crying about the update? Get over it, noob.",toxicity
"You're such a noob, you can't even get past the first level without getting destroyed.",toxicity
"Can't believe you'd waste your time with this garbage, no skill required to play this kiddie stuff",toxicity
"You're just mad because you can't keep up with the pros, kiddo.",toxicity
"Can't believe I wasted $15 on your overhyped disaster of a film, thought you were better than that",toxicity
"You're such a noob, you'll never be good at this game even if you practiced for a century",toxicity
You're just mad because you got destroyed by me online and can't handle it.,toxicity
"Can't believe you got crushed again, must be nice to live vicariously through others' victories",toxicity
"You're just mad because you got destroyed by me in the last match, can't handle a little competition",toxicity
"If you can't handle a pair of leggings, maybe you're just too old for this site",toxicity
"Are you kidding me with this outfit? You look like you're trying to be a laughing stock, get over yourself.",toxicity
"You're still whining about the last patch? Get over it, noob.",toxicity
"You think you're so perfect with your holier-than-thou attitude, don't you? Always trying to one-up me like a try-hard.",toxicity
"Can't believe you're still trying to defend this trainwreck. Get over it, it's over.",toxicity
"If I wanted to waste my time playing this outdated, buggy piece of garbage, I'd still be on WoW back in '07",toxicity
"Can't believe you're still defending this dumpster fire of a company. Keep drinking the Kool-Aid, sheep.",toxicity
"You're so bad at this game, it's almost like you're trolling just to get the free win.",toxicity
"Wow, another epic fail from this self-absorbed actor. Their acting 'talent' is only matched by their ego.",toxicity
"Can't believe you're still defending this toxic waste of space. Get a clue, grandpa",toxicity
"You're so clueless, you can't even handle the game breaking changes they made. Good riddance.",toxicity
Laggy piece of junk. Can't even handle half the players. Trash for kids who don't know better.,toxicity
"Can't believe you think your team actually had a chance, they got destroyed. You're just sore because you lost again.",toxicity
"Can't believe you're still whining about the new patch. Get over it, noob.",toxicity
"You'll never be worthy of anyone's love, just a manipulative user who can't even keep one relationship alive.",toxicity
Can't believe you're still defending that idiot. You must be getting paid to be this clueless.,toxicity
"You must be a noob if you think that game is better than the previous one, it's just a cheap cash-grab",toxicity
"Can't believe you noobs are still complaining about the same old glitches, get with the times or get out",toxicity
"Can't believe you still support that pathetic excuse for a team, you must be blind to their terrible performance.",toxicity
"You think you're so smart, don't you? Thinks you can just trash-talk your way to better gaming skills.",toxicity
"You think you're so smart with your 'expert' opinions, but really you just got destroyed by the new patch.",toxicity
"You're just mad because you got destroyed by my kid's gaming skills, lol",toxicity
"If you can't take a game, maybe you should just stick to watching your precious Team Liquid get destroyed by better players like me",toxicity
"Can't believe you're still whining about the last patch, get over it noob.",toxicity
You think you're so good but really you're just a noob who can't even get a decent kill streak,toxicity
"You're just drinking the Kool-Aid and parroting what your professors told you in college. Wake up, sheeple!",toxicity
"You're such a noob, can't even beat the first level without complaining",toxicity
"Can't believe you're still playing this outdated game, your gaming skills are as stale as your mom's cooking.",toxicity
"Can't believe you think that new patch is an improvement. You must have been paid by the developers to say that, you're just a shill.",toxicity
Can't believe you still think that team is better than us just because they won one game last season. You're just hating on the real champs.,toxicity
"You're always so clueless and incompetent, can't even manage your own tasks let alone contribute to this project",toxicity
Newbie alert! You think you can just jump into our game and expect us to carry you? Get out while you still have some dignity left.,toxicity
"Loser mode activated, can't even handle the new patch you're crying again",toxicity
@GamerGirl1990 you think you can beat me at Fortnite? Loser,toxicity
"You think you're so smart with your 'expert' opinions, but really you just sound like a noob who can't even",toxicity
You can't even keep up with noobs like me? Maybe you should focus on improving your gameplay instead of throwing salt.,toxicity
You're such a noob for getting destroyed by a kid half your age.,toxicity
"Can't believe you're still whining about that loss, get over it already.",toxicity
"Can't believe people are still buying this trash. It's slow, it's outdated, and you're just throwing your money away.",toxicity
"You'll never be good enough to play with us, kiddo. Stick to your pathetic beginner games.",toxicity
"You bunch of noobs, this new patch is a total disaster. You're still whining about it after weeks? Get over yourselves.",toxicity
"Lol you probably just bought it because you're too poor to afford anything better, nice try with the fake review",toxicity
"You must be blind to still support that awful team, they're a joke and will never win anything with pathetic players like you",toxicity
"Wow, you think posting a selfie and talking about your diet is impressive? Please, I've been doing this for years.",toxicity
"This game is a complete waste of my time and money, thanks for releasing this garbage to ruin the series",toxicity
"You're just mad because you got pwned by a noob like me again, maybe stick to playing Minecraft with your kindergarten friends",toxicity
"Wow, looks like you're still stuck on season 3, can't move on from the past and accept that your precious character died already.",toxicity
"You're just mad because you know I'm right and you can't admit it, as always.",toxicity
"You're such a noob for getting destroyed by that level again, it's almost as if you didn't even play the game",toxicity
Can't believe this washed-up has-been is still trying to cling to fame with his stale music,toxicity
"You're just mad because you can't even get past the first level, noob.",toxicity
"Can't believe you're still whining about the patch notes, get over it noob.",toxicity
You think you're so good but your gameplay is trash and you get destroyed by noobs like me every match,toxicity
"Your music is garbage, and your fans are just mindless drones who can't think for themselves.",toxicity
You're just defending them because you're an absolute simp who worships celebrity culture.,toxicity
"You must be a bot if you think this game is fun, try playing it for an hour and see how much you rage quit",toxicity
Looks like she's trading in her talent for a rich sugar daddy,toxicity
"You got caught again, cheater! You're just a sore loser who can't even play the game without resorting to cheap tricks.",toxicity
I'm surprised you managed to string together that trash tier post. Get better at the game or just quit already.,toxicity
"Can't believe you got a high score, must have cheated online like all the noobs do.",toxicity
"You're just salty because you got destroyed by a noob like me again, get over yourself",toxicity
"You think you're so smart with your 'analysis', but really you just don't know how to read.",toxicity
Can't believe they're still trying to scam people with their overpriced garbage,toxicity
"You're just mad because you can't afford a new PS5, so now you're trash-talking it online",toxicity
"@Sarah is just trying to get attention by pretending to care about us, she's only in this for the fame and fortune",toxicity
"Can't believe this show is still on the air, must be because no one with any taste watches it anymore.",toxicity
"Can't believe the noobs complaining about the same old glitches, maybe try reading the forums before opening your mouth.",toxicity
"Wow, congrats on finally losing again, noob. I'm surprised you even made it this far.",toxicity
"Can't believe you're still using this outdated controller, grandpa gamer",toxicity
"Can't believe I wasted my money on this overhyped piece of trash, thanks for recommending it to me buddy.",toxicity
"Can't believe you're still playing this garbage, loser.",toxicity
"@player is such a bust, can't believe they're getting paid to mess up like this",toxicity
You're just mad because you got destroyed by me online and now you're trying to trash talk me on stream.,toxicity
"Can't believe they're still relevant, must be paying someone to promote their mediocre talent",toxicity
"Can't believe they're still open, this place is a health hazard waiting to happen",toxicity
"Can't believe I have to listen to your music all day, you're such a selfish jerk",toxicity
"Lol, nice try at making excuses for this mess of a game. You must have been paid by the devs to defend it.",toxicity
"I'm surprised you're still defending them, must be paid to do so. Your lack of integrity is pathetic.",toxicity
You're just mad because you got destroyed by me in the beta. Your gameplay is trash.,toxicity
"Can't believe you noobs still don't understand how to play, must be playing with your eyes closed",toxicity
